30.03.2015 21:21:07,Русской,2,3,4,2,3,3,3,1,2,1,2,2,Русский,Русская,2,33,2,Россия,10,4,брак,5,1,5,3,1,,1,,1,1,1,1,Да,1,,1,,,,,,,,5,,3,,3,3,2,1,9,3,3,4,4,3,4,4,2,1,2,2,5,4,5,2,1,,3,,4,3,4,1,2,1,1,2,1,,"В основном, да","Достаточно успешной для тех нефиннов, которые имели желание интегрироваться",,Ни в какую,
30.03.2015 21:26:03,Украинка(по духу и крови)/финка (гражданство),4,4,4,2,4,3,3,4,4,4,4,4,Украинец,Украинка,2,33,2,"Киев, Украина",7,4,Муж финн,5,1,4,2,5,"Украинский, русский",3,Украинский,1,1,1,1,Да,1,,1,,,,,,,,5,,2,,2,1,6,1,9,4,4,4,4,4,4,5,1,1,4,1,1,6,6,7,5,4,2,Старательность и упорство,3,2,3,2,2,1,1,2,1,У финнов небольшое преимущество,"Не во всем. Славянская душа отличается теплотой, близостью с семьей, уровнем сферы чувств, разговорчивостью и открытостью","Все зависит от индивидуума. Финляндия-страна без коррупции, страна больших возможностей для упрямых и верящих в себя","Есть возможность влиять на события на уровне ""народа""; к тебе прислушиваются",Герман я,Швеция
30.03.2015 21:53:09,русская финка,2,2,3,2,3,4,3,2,3,3,2,3,русский,русская,2,34,2,Санкт-Петербург,23,4,"Отец ингермалайнец, перехали по его желанию на его родину",5,3,4,2,,,1,,1,1,1,1,да,4,,1,,,,,,,,5,,1,,2,2,5,1,9,4,4,4,4,4,4,5,1,1,5,1,1,4,5,2,3,6,1,внешний вид,2,3,3,2,3,2,2,2,1,Финны всегда были финами и нефины всегда бедет для них инностранцами. Хотя много говорят о интернациональзме и ценят знания профессионалов.,"Пунктуальность, честность и держание слова. На финнов можно понадеяться.",Потихоньку привыкают но сложно. Они ценят что бы говорили хорошо по фински без акцента и чтобы было финское образование.,"Да, я гражданка Финляндии и у меня есть право на слово.",Финляндия,Шведция
30.03.2015 22:24:06,"русской ,финкой(инкери)",2,2,4,2,4,3,3,2,4,3,4,4,финн (инкери),финка(инкери),2,42,3,"Ленинградская область ,СССР",6 лет,4,возвращение на историческую родину,4,,2,,,,1,,2,2,2,3,,4,,1,,,,,,,,3,,1,,2,3,2,2,8,3,4,4,4,3,4,5,3,4,3,1,3,6,5,1,3,4,2,,3,3,4,2,3,2,1,1,1,,,,,,
31.03.2015 08:18:31,русская/карелка,2,2,3,2,2,3,3,2,2,2,2,2,карел,русская,2,39,2,"Карелия, Медвежьегорский р-н",15,4,"программа реэмиграции ингерманландцев, со стороны мужа",5,1,2,1,,,1,,1,1,1,1,да,4,,1,,,,,,,,3,,1,,2,6,4,3,3,2,4,4,4,1,4,2,4,3,2,3,5,3,5,1,4,2,6,,4,3,4,3,4,3,4,2,2,неравное,"нет, разные приоритеты",затрудняюсь ответить,затрудняюсь ответить,швеция,испания
31.03.2015 10:11:16,Русской,3,3,4,4,4,4,4,3,4,3,4,4,Русский,Русская,2,52,4,Ленинград,14,3,,5,3,4,2,3,Датский,1,,1,1,1,1,Да,6,,1,,,,,,,,6,незаконченное высшее,9,,2,3,1,2,8,5,4,3,3,3,3,5,3,2,5,1,2,2,1,5,4,3,6,"Работа в Финляндии, соответствующая образованию",1,1,1,2,1,2,2,5,1,"Положение финнов естественно лучше благодаря образованию, полученному в Финляндии, родному языку и финскому образу мыслей.","Не похож, т.к. у нас разное воспитание, образование и стереотип мышления.","Достаточно благополучной, если сами нефинны были в этом заинтересованы.","Считаю, т.к. имею финское гражданство и все права, которые есть у финнов.",Испания,Дания
31.03.2015 11:02:31,Русской,3,2,3,1,3,3,3,1,2,3,3,3,русский,руский,2,46,3,Архангельск,15 лет,1,,4,1,4,1,,,1,,1,1,1,2,Достаточно,1,,1,,,,,,,,5,,1,,2,1,6,1,9,4,4,3,4,3,4,5,1,1,5,1,3,2,3,6,1,4,5,"высокий профессионализм, позволяющий конкурировать с финнами",2,2,4,5,5,1,5,1,1,,"Похож. Я разделяю убеждения, что женщина сама должна обеспечивать себя, оплачивать свои счета, что нет деления на женские и мужские обязанности, что геи и лесбиянки тоже люди и имеют права создать семью и воспитывать детей, что нужно следить за своим здоровьем, правильно питаться, заниматься физкультурой.",Довольно успешная.,"Считаю. Имею избирательные права, как и все финны.","Канарские острова, Испания (на пенсии, наверно).",
31.03.2015 14:52:24,"Просто человеком.,иностранцем",4,4,1,1,1,1,1,1,3,3,1,4,Русский,Русская,2,39,2,Астрахань Советский союз,4,3,,4,,3,,5,украинский,1,,1,1,1,2,Всегда надо развивать и учить..,1,,1,,,,,,,,3,,5,,2,6,,2,9,3,4,4,4,3,4,5,1,1,5,1,1,3,7,5,3,1,5,,1,2,2,1,5,2,1,1,1,Одинаковое,"Да.Вежливость,отзывчивость,надежность,спокойствие,дружелюбие,честность,любознательность.","Успешна..Все зависит от ""нефина"" иностранца.",Да.Законы соблюдаются.,Швеция,Норвегия
01.04.2015 08:50:04,venäläinen,2,2,3,2,3,3,3,2,3,3,3,3,venäläinen,inkerilainen,2,37,2,"Viro, Tallinna",22,4,"paluumuutto, äidilläni on suomalaiset sukujuuret",5,1,4,1,3,viro,1,,1,1,1,1,vpolne,1,,1,,,,,,,,5,,1,,2,3,5,2,5,4,4,3,3,2,3,4,1,3,5,1,1,1,5,7,7,7,1,"ostavat'sja samim soboi v pervuju ochered', k okruzajushim tebja ljudjam otnositsja po chelovecheski, s ponimaniem i s uvazeniem, i togda ljudi sami k tebe potjanutsja i v trudnoi dlja tebja situacii vsegda pridut na pomosh', nastojashie, korennie finni smotrjat v glub' cheloveka i cenjat ego natural'nost' i  individual'nost'",1,2,2,2,5,1,1,2,1,ne zametila osoboi raznici,"Chastichno v obraze zizni, naschet mislei somnevajus' gluboko","Eto bol'she zavisit ot ljudei, ot ih zelanija i motivacii integrirovat'sja v finnskoe obshestvo. A gosudarstvennih programm  mne kazetsja dostatochno dlja etogo delaetsja.","Naverno bol'she da, chem net",Saksa,Italia
04.04.2015 15:23:30,русская,3,1,3,3,3,3,3,3,2,2,2,3,русский,инкери,2,45 лет,2,Выборг,18 лет,4,замужество,4,3,,,,,1,,1,1,1,2,нет,1,,1,,,,,6,,,6,технический вуз инженер,1,,3,6,1,3,4,1,2,3,4,2,2,2,3,3,3,3,3,6,6,6,2,5,4,,4,4,4,4,4,4,4,4,4,Финны хотят улучшить экономическую ситуацию в стране за счёт эмигрантов,Нет.,ассимиляция,Нет. Наш регион экономически зависим.,,
